"","id","stage","prueba","cuadrante_so","cuadrante_se","cuadrante_ne","cuadrante_no","zona_ne","zona_so","zona_blanco","cruces_blanco","cruces_ne","cruces_so","eficiencia_ne","eficiencia","eficiancia_so","latencia","distancia","velocidad","distancia_media_blanco","distancia_annulus_ne","distancia_annulus_so","tiempo","dia","tratamientos"
"449","f_g3_7","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.2,0,0,NA,0,0,1.75,1,"Flx"
"450","f_g3_8","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.2,0,0,NA,0,0,1,1,"Flx"
"451","f_g3_8","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.2,0,0,NA,0,0,1.25,1,"Flx"
"452","f_g3_8","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,0,NA,0,0,1.5,1,"Flx"
"453","f_g3_8","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.2,0,0,NA,0,0,1.75,1,"Flx"
"454","f_g3_9","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,0,NA,0,0,1,1,"Flx"
"455","f_g3_9","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.2,0,0,NA,0,0,1.25,1,"Flx"
"456","f_g3_9","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,0,NA,0,0,1.5,1,"Flx"
"457","f_g3_9","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,0,NA,0,0,1.75,1,"Flx"
"458","f_g3_10","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,0,NA,0,0,1,1,"Flx"
"459","f_g3_10","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.6,0,0,NA,0,0,1.25,1,"Flx"
"460","f_g3_10","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.4,0,0,NA,0,0,1.5,1,"Flx"
"461","f_g3_10","entrenamiento_rev_2","Reversa_2",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0.4,0,0,NA,0,0,1.75,1,"Flx"
"462","c1","prueba_1","P-1",10.7,11.4,19.8,18,10.3,4,10.3,1,1,1,0.093,NA,0.054,60,NA,NA,0.323,0.323,0.397,NA,1,"Ctrl"
"463","c2","prueba_1","P-1",7.1,15.9,21.6,15.4,11.3,3.3,11.3,0,0,1,NA,NA,0.062,60,NA,NA,0.282,0.282,0.444,NA,1,"Ctrl"
"464","c4","prueba_1","P-1",2.6,10.9,35,11.4,18.9,0,18.9,1,1,0,0.234,NA,NA,60,NA,NA,0.211,0.211,0.562,NA,1,"Ctrl"
"465","c5","prueba_1","P-1",4.8,21.1,27.4,6.7,16,2,16,3,3,1,0.813,NA,0.025,60,NA,NA,0.289,0.289,0.558,NA,1,"Ctrl"
"466","c6","prueba_1","P-1",14.1,15,19.4,11.5,9.6,7.7,9.6,1,1,2,0.059,NA,0.142,60,NA,NA,0.364,0.364,0.438,NA,1,"Ctrl"
"467","c7","prueba_1","P-1",7,14.4,29.1,9.5,19.5,3.9,19.5,3,3,2,0.311,NA,0.019,60,NA,NA,0.285,0.285,0.48,NA,1,"Ctrl"
"468","c8","prueba_1","P-1",4.5,5.8,45.8,3.9,28.2,1.7,28.2,5,5,0,0.396,NA,NA,60,NA,NA,0.191,0.191,0.629,NA,1,"Ctrl"
"469","c2","prueba_2","P-2",9.2,7.8,17.2,25.7,7.4,4.4,7.4,2,2,1,0.05,NA,0.008,60,NA,NA,0.362,0.362,0.431,NA,2,"Ctrl"
"470","c4","prueba_2","P-2",10.7,8,20,21.3,7,4.4,7,2,2,1,0.127,NA,0.038,60,NA,NA,0.357,0.357,0.506,NA,2,"Ctrl"
"471","c5","prueba_2","P-2",13.7,21.2,13.8,11.3,7.1,7.1,7.1,1,1,4,0.055,NA,0.984,60,NA,NA,0.407,0.407,0.44,NA,2,"Ctrl"
"472","c6","prueba_2","P-2",19.2,17.8,11.6,11.4,6,11,6,1,1,2,0.15,NA,0.625,60,NA,NA,0.431,0.431,0.394,NA,2,"Ctrl"
"473","c7","prueba_2","P-2",0.9,16,37.4,5.7,15.4,0,15.4,4,4,0,0.429,NA,NA,60,NA,NA,0.25,0.25,0.645,NA,2,"Ctrl"
"474","c2","ent_rev_1","Reversa_1",6.9,20.2,27.8,5.1,16.4,2.4,NA,NA,3,0,0.048,NA,NA,60,NA,NA,NA,0.288,0.492,0,0,"Ctrl"
"475","c3","ent_rev_1","Reversa_1",6.6,1.3,1.4,0,0,5.9,NA,NA,0,1,NA,0.851,0.851,9.3,NA,NA,NA,0.497,0.36,0,0,"Ctrl"
"476","c4","ent_rev_1","Reversa_1",1.3,7.2,33.9,17.6,20.3,0,NA,NA,6,0,0.54,NA,NA,60,NA,NA,NA,0.25,0.567,0,0,"Ctrl"
"477","c5","ent_rev_1","Reversa_1",19.2,2.2,2.9,2.7,0.5,18.6,NA,NA,0,1,NA,0.298,0.298,27,NA,NA,NA,0.547,0.468,0,0,"Ctrl"
"478","c6","ent_rev_1","Reversa_1",6.8,22.9,17.6,12.7,5.4,1.7,NA,NA,2,0,0.063,NA,NA,60,NA,NA,NA,0.323,0.435,0,0,"Ctrl"
"479","c8","ent_rev_1","Reversa_1",15,17.2,10.2,2.2,6.5,7.4,NA,NA,1,1,0.126,0.066,0.066,44.5,NA,NA,NA,0.421,0.375,0,0,"Ctrl"
"480","c2","ent_rev_1","Reversa_1",3.2,5.5,23.9,0.4,14.2,1.5,NA,NA,3,1,0.736,0.061,0.061,32.9,NA,NA,NA,0.236,0.583,0,0,"Ctrl"
"481","c5","ent_rev_1","Reversa_1",11.7,16.3,9.8,9.7,5.2,6.8,NA,NA,2,1,0.307,0.039,0.039,47.4,NA,NA,NA,0.391,0.376,0,0,"Ctrl"
"482","c6","ent_rev_1","Reversa_1",2.9,6.1,0,0,0,1.8,NA,NA,0,1,NA,0.309,0.309,9,NA,NA,NA,0.607,0.339,0,0,"Ctrl"
"483","c8","ent_rev_1","Reversa_1",2.1,3.8,0,0,0,1.8,NA,NA,0,1,NA,0.373,0.373,6,NA,NA,NA,0.485,0.396,0,0,"Ctrl"
"484","c1","ent_rev_1","Reversa_1",14.5,0.9,25,19.5,15.1,9.1,NA,NA,1,1,0.199,0.284,0.284,59.9,NA,NA,NA,0.3,0.465,0,0,"Ctrl"
"485","c2","ent_rev_1","Reversa_1",7.5,3.5,3.8,4.8,1.3,5.5,NA,NA,0,1,NA,0.188,0.188,19.5,NA,NA,NA,0.487,0.467,0,0,"Ctrl"
"486","c5","ent_rev_1","Reversa_1",5.7,2,0.8,4.8,0,4.5,NA,NA,0,1,NA,0.283,0.283,13.3,NA,NA,NA,0.505,0.407,0,0,"Ctrl"
"487","c6","ent_rev_1","Reversa_1",7.7,0,0.2,8.3,0,6.7,NA,NA,0,1,NA,0.099,0.099,16.2,NA,NA,NA,0.68,0.314,0,0,"Ctrl"
"488","c7","ent_rev_1","Reversa_1",1.5,13.5,41,4,20.2,0.7,NA,NA,5,0,0.934,NA,NA,60,NA,NA,NA,0.218,0.623,0,0,"Ctrl"
"489","c1","ent_rev_1","Reversa_1",6.9,0,0,10.3,0,6.5,NA,NA,0,3,NA,0.869,0.869,17.2,NA,NA,NA,0.642,0.245,0,0,"Ctrl"
"490","c2","ent_rev_1","Reversa_1",5.4,7.8,3.6,6.9,2.2,2.9,NA,NA,0,1,NA,0.052,0.052,23.7,NA,NA,NA,0.39,0.42,0,0,"Ctrl"
"491","c3","ent_rev_1","Reversa_1",4.1,7.5,1.5,14.6,0,2.5,NA,NA,0,0,NA,NA,NA,27.7,NA,NA,NA,0.421,0.312,0,0,"Ctrl"
"492","c4","ent_rev_1","Reversa_1",12.2,5,22.1,20.8,5.3,5.2,NA,NA,0,0,NA,NA,NA,60,NA,NA,NA,0.422,0.522,0,0,"Ctrl"
"493","c5","ent_rev_1","Reversa_1",2.8,0,0,0,0,1.8,NA,NA,0,1,NA,0.815,0.815,2.8,NA,NA,NA,0.705,0.212,0,0,"Ctrl"
"494","c6","ent_rev_1","Reversa_1",1.6,0,0,1.3,0,1.3,NA,NA,0,1,NA,0.893,0.893,2.9,NA,NA,NA,0.623,0.228,0,0,"Ctrl"
"495","c7","ent_rev_1","Reversa_1",5.4,2.7,3.9,2.8,1.3,2.8,NA,NA,0,1,NA,0.098,0.098,14.8,NA,NA,NA,0.457,0.442,0,0,"Ctrl"
"496","c8","ent_rev_1","Reversa_1",4.9,14.6,15,5.5,8,2.3,NA,NA,1,0,0.195,NA,NA,39.9,NA,NA,NA,0.297,0.474,0,0,"Ctrl"
"497","c1","prueba_rev","P-Rev",22.6,2,28,7.4,13.2,16.3,22.6,2,0,2,NA,NA,0.813,60,NA,NA,0.371,0.328,0.371,NA,3,"Ctrl"
"498","c2","prueba_rev","P-Rev",12.4,12,21.5,14.1,10,6.2,12.4,1,4,1,0.094,NA,0.116,60,NA,NA,0.473,0.335,0.473,NA,3,"Ctrl"
"499","c3","prueba_rev","P-Rev",10.6,10,16,23.4,6.1,6.7,10.6,1,1,1,0.067,NA,0.142,60,NA,NA,0.412,0.34,0.412,NA,3,"Ctrl"
"500","c4","prueba_rev","P-Rev",19.5,15.6,10,14.8,3.9,6.7,19.5,0,1,0,0.039,NA,NA,60,NA,NA,0.401,0.5,0.401,NA,3,"Ctrl"
"501","c7","prueba_rev","P-Rev",11.6,16.9,18.7,12.8,10.7,4.9,11.6,2,0,2,NA,NA,0.229,60,NA,NA,0.44,0.343,0.44,NA,3,"Ctrl"
"502","c1","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,1.673,0.111,NA,0.946,NA,0,0,"Ctrl"
"503","c2","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,0.283,0.01,NA,0.344,NA,0.25,0,"Ctrl"
"504","c3","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,4.534,0.183,NA,0.67,NA,0.5,0,"Ctrl"
"505","c4","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,10.294,0.172,NA,0.503,NA,0.75,0,"Ctrl"
"506","c5","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,14.405,0.24,NA,0.447,NA,0,0,"Ctrl"
"507","c6","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,0.148,NA,18,4.929,0.274,NA,0.534,NA,0.25,0,"Ctrl"
"508","c7","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,12.829,0.214,NA,0.447,NA,0.5,0,"Ctrl"
"509","c8","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,0.411,NA,8.3,2.013,0.243,NA,0.563,NA,0.75,0,"Ctrl"
"510","c9","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822,0.822,NA,5.7,1.033,0.183,NA,0.437,NA,0,0,"Ctrl"
"511","c1","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,NA,27.8,5.812,0.209,NA,0.295,NA,0.25,0,"Ctrl"
"512","c2","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,0.026,NA,56.2,10.853,0.193,NA,0.272,NA,0.5,0,"Ctrl"
"513","c3","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795,0.795,NA,5.5,0.396,0.071,NA,0.142,NA,0.75,0,"Ctrl"
"514","c4","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,0.105,NA,25.2,3.111,0.123,NA,0.412,NA,0,0,"Ctrl"
"515","c5","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,0.026,NA,54.6,12.858,0.235,NA,0.439,NA,0.25,0,"Ctrl"
"516","c6","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994,0.994,NA,1.9,0.233,0.121,NA,0.081,NA,0.5,0,"Ctrl"
"517","c7","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,12.805,0.213,NA,0.475,NA,0.75,0,"Ctrl"
"518","c8","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,0.925,NA,2.4,0.361,0.151,NA,0.092,NA,0,0,"Ctrl"
"519","c1","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,15.698,0.262,NA,0.491,NA,0.25,0,"Ctrl"
"520","c2","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,0.377,NA,43.9,2.792,0.064,NA,0.25,NA,0.5,0,"Ctrl"
"521","c3","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228,0.228,NA,30.8,2.949,0.096,NA,0.148,NA,0.75,0,"Ctrl"
"522","c4","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,3.03,0.051,NA,0.381,NA,0,0,"Ctrl"
"523","c5","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,0.579,NA,12.4,1.335,0.108,NA,0.346,NA,0.25,0,"Ctrl"
"524","c6","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,0.097,NA,30,7.123,0.237,NA,0.339,NA,0.5,0,"Ctrl"
"525","c7","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.036,NA,58.9,15.259,0.259,NA,0.386,NA,0.75,0,"Ctrl"
"526","c8","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.537,NA,9.5,1.473,0.155,NA,0.338,NA,0,0,"Ctrl"
"527","c9","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,0.106,NA,28.5,6.407,0.225,NA,0.418,NA,0.25,0,"Ctrl"
"528","c1","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,NA,28.9,5.666,0.196,NA,0.494,NA,0.5,0,"Ctrl"
"529","c2","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,0.132,NA,6.4,1.67,0.262,NA,0.181,NA,0.75,0,"Ctrl"
"530","c3","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.542,0.193,NA,0.308,NA,0,0,"Ctrl"
"531","c4","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,0.576,NA,7.8,0.695,0.089,NA,0.132,NA,0.25,0,"Ctrl"
"532","c5","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,9.314,0.155,NA,0.356,NA,0.5,0,"Ctrl"
"533","c6","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,0.177,NA,8.6,1.862,0.215,NA,0.372,NA,0,0,"Ctrl"
"534","c7","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246,0.246,NA,3.9,0.979,0.25,NA,0.209,NA,0.25,0,"Ctrl"
"535","c8","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,0.111,NA,9.5,1.765,0.185,NA,0.288,NA,0.5,0,"Ctrl"
"536","c1","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163,0.163,NA,9.7,1.774,0.183,NA,0.195,NA,0.75,0,"Ctrl"
"537","c2","entrenamiento_1","Entr_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,NA,31.8,6.101,0.192,NA,0.482,NA,0,0,"Ctrl"
"538","c3","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,0.157,NA,18.4,3.215,0.174,NA,0.263,NA,1.25,1,"Ctrl"
"539","c4","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2.834,0.047,NA,0.38,NA,1.5,1,"Ctrl"
"540","c5","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272,0.272,NA,12.3,1.601,0.13,NA,0.176,NA,1.75,1,"Ctrl"
"541","c6","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.059,NA,52.5,5.038,0.096,NA,0.293,NA,1,1,"Ctrl"
"542","c7","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356,0.356,NA,4.2,0.444,0.107,NA,0.111,NA,1.25,1,"Ctrl"
"543","c8","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.011,NA,41.9,10.71,0.256,NA,0.294,NA,1.5,1,"Ctrl"
"544","c9","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,0.882,NA,2.9,0.253,0.088,NA,0.103,NA,1.75,1,"Ctrl"
"545","c1","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,0.077,NA,10.5,1.698,0.162,NA,0.358,NA,1,1,"Ctrl"
"546","c2","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,0.093,NA,26.5,5.328,0.201,NA,0.431,NA,1.25,1,"Ctrl"
"547","c3","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476,0.476,NA,5.2,0.6,0.115,NA,0.233,NA,1.5,1,"Ctrl"
"548","c4","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,0.468,NA,12.4,1.519,0.122,NA,0.221,NA,1.75,1,"Ctrl"
"549","c5","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,0.385,NA,33,1.845,0.056,NA,0.234,NA,1,1,"Ctrl"
"550","c6","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336,0.336,NA,24.3,2.235,0.092,NA,0.55,NA,1.25,1,"Ctrl"
"551","c7","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,0.112,NA,25.5,5.67,0.222,NA,0.454,NA,1.5,1,"Ctrl"
"552","c8","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716,0.716,NA,4.9,0.82,0.168,NA,0.2,NA,1.75,1,"Ctrl"
"553","c1","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944,0.944,NA,2.4,0.366,0.15,NA,0.148,NA,1,1,"Ctrl"
"554","c2","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0.523,NA,6.3,1.273,0.2,NA,0.281,NA,1.25,1,"Ctrl"
"555","c3","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,0.113,NA,36.7,6.566,0.179,NA,0.416,NA,1.5,1,"Ctrl"
"556","c4","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.055,NA,42.8,7.67,0.179,NA,0.316,NA,1.75,1,"Ctrl"
"557","c5","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,0.124,NA,21.3,4.418,0.208,NA,0.272,NA,1,1,"Ctrl"
"558","c6","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,0.495,NA,9.6,0.644,0.067,NA,0.191,NA,1.25,1,"Ctrl"
"559","c7","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194,0.194,NA,11.7,1.385,0.118,NA,0.285,NA,1.5,1,"Ctrl"
"560","c8","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,0.147,NA,10.7,2.327,0.216,NA,0.382,NA,1.75,1,"Ctrl"
"561","c9","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,0.075,NA,24.6,7.016,0.286,NA,0.366,NA,1,1,"Ctrl"
"562","c1","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,0.103,NA,13.9,2.902,0.209,NA,0.441,NA,1.25,1,"Ctrl"
"563","c2","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884,0.884,NA,5.2,0.825,0.159,NA,0.132,NA,1.5,1,"Ctrl"
"564","c3","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.036,NA,24,5.334,0.222,NA,0.442,NA,1,1,"Ctrl"
"565","c4","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558,0.558,NA,7.2,1.393,0.193,NA,0.462,NA,1.25,1,"Ctrl"
"566","c5","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,0.395,NA,11.4,2.021,0.177,NA,0.234,NA,1.5,1,"Ctrl"
"567","c6","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,0.729,NA,12,1.103,0.092,NA,0.403,NA,1.75,1,"Ctrl"
"568","c7","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281,0.281,NA,39.1,2.734,0.07,NA,0.161,NA,1,1,"Ctrl"
"569","c8","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,0.115,NA,29.4,5.639,0.192,NA,0.303,NA,1.25,1,"Ctrl"
"570","c1","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.94,NA,7.6,0.38,0.05,NA,0.031,NA,1.5,1,"Ctrl"
"571","c2","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,0.169,NA,55.2,4.176,0.076,NA,0.144,NA,1.75,1,"Ctrl"
"572","c3","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,0.248,NA,39.9,8.461,0.212,NA,0.274,NA,1,1,"Ctrl"
"573","c4","entrenamiento_2","Entr_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208,0.208,NA,18.2,3.539,0.194,NA,0.369,NA,1.25,1,"Ctrl"
"574","c5","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.57,NA,8.2,1.268,0.154,NA,0.344,NA,2.5,2,"Ctrl"
"575","c6","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,12.941,0.216,NA,0.398,NA,2.75,2,"Ctrl"
"576","c7","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,0.492,NA,18.6,1.415,0.076,NA,0.491,NA,2,2,"Ctrl"
"577","c8","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398,0.398,NA,17.5,1.878,0.107,NA,0.423,NA,2.25,2,"Ctrl"
"578","c9","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,11.9,2.028,0.17,NA,0.489,NA,2.5,2,"Ctrl"
"579","c1","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,0.577,NA,4.3,1.29,0.302,NA,0.441,NA,2.75,2,"Ctrl"
"580","c2","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,0.097,NA,12.7,2.856,0.224,NA,0.341,NA,2,2,"Ctrl"
"581","c3","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244,0.244,NA,17.6,3.315,0.189,NA,0.311,NA,2.25,2,"Ctrl"
"582","c4","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,0.187,NA,14.7,3.871,0.262,NA,0.467,NA,2.5,2,"Ctrl"
"583","c5","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.17,NA,29.6,4.414,0.149,NA,0.286,NA,2.75,2,"Ctrl"
"584","c6","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461,0.461,NA,16.9,1.627,0.096,NA,0.309,NA,2,2,"Ctrl"
"585","c7","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4.413,0.074,NA,0.437,NA,2.25,2,"Ctrl"
"586","c8","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.21,NA,35.4,3.683,0.104,NA,0.339,NA,2.5,2,"Ctrl"
"587","c1","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.525,NA,8.3,1.502,0.181,NA,0.373,NA,2.75,2,"Ctrl"
"588","c2","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,0.411,NA,6.9,1.861,0.271,NA,0.334,NA,2,2,"Ctrl"
"589","c3","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,0.115,NA,28.5,6.388,0.224,NA,0.47,NA,2.25,2,"Ctrl"
"590","c4","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,0.306,NA,14.1,2.472,0.175,NA,0.285,NA,2.5,2,"Ctrl"
"591","c5","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,0.105,NA,31.4,7.797,0.248,NA,0.493,NA,2.75,2,"Ctrl"
"592","c6","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,3.027,0.088,NA,0.272,NA,2,2,"Ctrl"
"593","c7","entrenamiento_3","Entr_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,0.275,NA,10.7,1.401,0.131,NA,0.136,NA,2.25,2,"Ctrl"
